# dx  = 0.53
# dy  = 1.04
# dy2 = 0.21
# start_x = 1.615
# start_y = 2.92

99	0.4	2.145	2.92	0	0	0	0
49	0.4	3.205	2.92	0	0	0	0
41	0.4	4.795	2.92	0	0	0	0
125	0.4	5.855	2.92	0	0	0	0

114	0.4	2.145	5.04	0	0	0	0
30	0.4	3.205	5.04	0	0	0	0
112	0.4	4.795	5.04	0	0	0	0
141	0.4	5.855	5.04 	0	0	0	0

# [dy3 = 0.25]
40	0.4	2.675	7.41	0	0	0	0
132	0.4	3.735	7.41	0	0	0	0
121	0.4	5.325	7.41	0	0	0	0

# [dy3 = 0.15]
136	0.4	2.145	8.37	0	0	0	0
# [dy3 = 0.23]
48	0.4	3.205	8.45	0	0	0	0
# [dy3 = 0.37]
86	0.4	4.795	8.59	0	0	0	0
# [dy3 = 0.25]
13	0.4	5.855	8.47	0	0	0	0

# [dy3 = 0.25]
115	0.4	3.205	9.58	0	0	0	0
42	0.4	4.795	9.58	0	0	0	0

87	0.4	2.145	11.49	0	0	0	0
22	0.4	3.205	11.49	0	0	0	0
23	0.4	4.795	11.49	0	0	0	0
64	0.4	5.855	11.49	0	0	0	0

# portal (distance to the wall 1.685)
43	0.4	3.14	13.08	3.71	0	0	0
80	0.4	4.86	13.08	3.71	0	0	0

213	0.225	3.615	13.59	3.7	0	0	0
214	0.225	4.385	13.59	3.7	0	0	0

150	0.225	3.615	14.36	3.7	0	0	0
157	0.225	4.385	14.36	3.7	0	0	0

215	0.225	3.64	15.51	3.7	0	0	0
226	0.225	4.36	15.51	3.7	0	0	0

211	0.225	1.665	15.39	4.56	0	0	0
218	0.225	6.335	15.39	4.56	0	0	0

147	0.225	1.46	15.97	4.56	0	0	0
154	0.225	2.62	15.97	4.56	0	0	0
155	0.225	5.38	15.97	4.56	0	0	0
142	0.225	6.54	15.97	4.56	0	0	0

# balkony
52	0.4	1.12	17.4	1.97	0	0	0
113	0.4	6.79	17.4	1.97	0	0	0
