0	0.3375	0.0	4.6	0	0	0	0	
1	0.3375	1.15	4.6	0	0	0	0	
2	0.3375	2.3	4.6	0	0	0	0	
3	0.3375	3.45	4.6	0	0	0	0	
4	0.3375	4.6	4.6	0	0	0	0	
5	0.3375	0.0	3.45	0	0	0	0	
6	0.3375	1.15	3.45	0	0	0	0	
7	0.3375	2.3	3.45	0	0	0	0	
8	0.3375	3.45	3.45	0	0	0	0	
9	0.3375	4.6	3.45	0	0	0	0	
10	0.3375	0.0	2.3	0	0	0	0	
11	0.3375	1.15	2.3	0	0	0	0	
12	0.3375	2.3	2.3	0	0	0	0	
13	0.3375	3.45	2.3	0	0	0	0	
14	0.3375	4.6	2.3	0	0	0	0	
15	0.3375	0.0	1.15	0	0	0	0	
16	0.3375	1.15	1.15	0	0	0	0	
17	0.3375	2.3	1.15	0	0	0	0	
18	0.3375	3.45	1.15	0	0	0	0	
19	0.3375	4.6	1.15	0	0	0	0	
20	0.3375	0.0	0.0	0	0	0	0	
21	0.3375	1.15	0.0	0	0	0	0	
22	0.3375	2.3	0.0	0	0	0	0	
23	0.3375	3.45	0.0	0	0	0	0	
24	0.3375	4.6	0.0	0	0	0	0	
